country.a,statea,year,endyear,dispnum3,hiact,hostlev,fatality,victor,pb.year,same.exp,outcome
Poland,290,1997,1997,4107,0,No militarized action,0,0,1998,0.9693915256175769,Neither
Afghanistan,700,1997,1997,4176,0,No militarized action,0,0,1998,0.9031763999265404,Neither
Georgia,372,1997,1997,4096,0,No militarized action,0,0,1998,0.8609675249594878,Neither
Romania,360,1997,1997,4108,0,No militarized action,0,0,1998,0.9238970376539262,Neither
Yugoslavia,345,1997,1997,4230,0,No militarized action,0,0,1998,0.7358933112264154,Neither
Croatia,344,1997,1997,4230,8,Display of force,0,0,1998,0.9748103522580568,Neither
Albania,339,1997,1997,4136,0,No militarized action,0,0,1998,0.8122587362290514,Neither
Turkey,640,1997,1997,4315,0,No militarized action,0,0,1998,0.9727033324623736,Neither
Russian Fed,365,1997,1997,4176,8,Display of force,0,0,1998,0.9761430164232214,Neither
Tajikistan,702,1997,1997,4176,8,Display of force,0,0,1998,0.8558228147854566,Neither
Uzbekistan,704,1997,1997,4176,11,Display of force,0,0,1998,0.8891411475043944,Neither
Kyrgyzstan,703,1997,1997,4176,8,Display of force,0,0,1998,0.7184256548557169,Neither
Saudi Arabia,670,1997,1998,4203,17,Use of force,NA,0,1998,0.7400232072214753,Neither
Thailand,800,1997,1998,4135,17,Use of force,1,0,1998,0.9584006723805281,Neither
Albania,339,1997,1997,4097,17,Use of force,0,0,1998,0.8122587362290514,Neither
Russian Fed,365,1997,1997,4096,14,Use of force,0,0,1998,0.9761430164232214,Neither
Greece,350,1997,1997,4090,16,Use of force,0,0,1998,0.9698742101774024,Neither
Yugoslavia,345,1997,1997,4136,11,Display of force,0,0,1998,0.7358933112264154,Neither
Macedonia,343,1997,1997,4097,17,Use of force,0,0,1998,0.9050657299601699,Neither
Nigeria,475,1998,1998,4250,17,Use of force,NA,0,1999,0.8407823978485139,Neither
Rwanda,517,1998,2001,4339,21,War,6,0,2001,NA,Neither
Uganda,500,1998,2001,4339,21,War,6,0,2001,NA,Neither
Cameroon,471,1998,1998,4250,17,Use of force,NA,0,1999,0.8081514356105616,Neither
Liberia,450,1998,1998,4255,0,No militarized action,0,0,1999,0.9986502366550889,Neither
Angola,540,1998,2001,4339,20,War,6,0,2001,NA,Neither
Dem.Rp.Congo,490,1998,2001,4339,20,War,6,0,2001,NA,Neither
Zimbabwe,552,1998,2001,4339,20,War,6,0,2001,NA,Neither
Sudan,625,1998,1999,4248,16,Use of force,0,0,1999,0.3058645351021423,Neither
Sudan,625,1998,1998,4217,0,No militarized action,0,0,1999,0.3058645351021423,Neither
Liberia,450,1998,1998,4254,0,No militarized action,0,0,1999,0.9986502366550889,Neither
Afghanistan,700,1998,1998,4227,0,No militarized action,2,0,1999,0.7342033919119263,Neither
Peru,135,1998,1998,4189,11,Display of force,0,0,1999,0.9664081031235346,Neither
Ecuador,130,1998,1998,4189,14,Use of force,0,0,1999,0.8774710127125009,Neither
Nicaragua,93,1998,1998,4147,7,Display of force,0,0,1999,0.959626990355307,Neither
Costa Rica,94,1998,1998,4147,11,Display of force,0,0,1999,0.8885739002447836,Neither
Afghanistan,700,1998,1998,4160,17,Use of force,NA,0,1999,0.7342033919119263,Neither
China,710,1998,2000,4128,7,Display of force,0,0,2000,NA,Neither
Philippines,840,1998,2000,4128,15,Use of force,0,0,2000,NA,Neither
Russian Fed,365,1998,1998,4321,0,No militarized action,0,0,1999,0.9612800506269193,Neither
Russian Fed,365,1998,1999,4111,11,Display of force,0,0,1999,0.9612800506269193,Neither
Norway,385,1998,1998,4321,15,Use of force,0,0,1999,0.9693684953184033,Neither
Latvia,367,1998,1999,4111,0,No militarized action,0,0,1999,0.7593177581266752,Neither
Afghanistan,700,1998,1998,4228,0,No militarized action,0,0,1999,0.7342033919119263,Neither
Uganda,500,1998,1999,4248,11,Display of force,0,0,1999,0.8907472768292559,Neither
USA,2,1998,1998,4217,16,Use of force,0,0,1999,0.9968293712445058,Neither
Nigeria,475,1998,1998,4255,12,Display of force,0,0,1999,0.8407823978485139,Neither
USA,2,1998,1998,4254,7,Display of force,0,0,1999,0.9968293712445058,Neither
USA,2,1998,1998,4227,16,Use of force,2,0,1999,0.9968293712445058,Neither
Iran,630,1998,1998,4160,17,Use of force,NA,0,1999,0.8738868710736847,Neither
Russian Fed,365,1998,1998,4228,11,Display of force,0,0,1999,0.9612800506269193,Neither
Tajikistan,702,1998,1998,4228,11,Display of force,0,0,1999,0.835166752479794,Neither
Uzbekistan,704,1998,1998,4228,11,Display of force,0,0,1999,0.9046173311221214,Neither
Armenia,371,1998,1999,4175,17,Use of force,2,0,1999,0.6892885922799895,Neither
Azerbaijan,373,1998,1999,4175,17,Use of force,2,0,1999,0.8737118424402038,Neither
Kenya,501,1999,1999,4188,17,Use of force,1,0,2000,NA,Neither
Ethiopia,530,1999,1999,4188,17,Use of force,1,0,2000,NA,Neither
Nigeria,475,1999,1999,4256,1,Threat to use force,0,0,2000,NA,Neither
Sierra Leone,451,1999,1999,4256,1,Threat to use force,0,0,2000,NA,Neither
Guinea,438,1999,1999,4302,8,Display of force,0,0,2000,NA,Neither
Liberia,450,1999,1999,4256,11,Display of force,0,0,2000,NA,Neither
Rwanda,517,1999,1999,4252,17,Use of force,NA,0,2000,NA,Neither
Russian Fed,365,1999,1999,4342,8,Display of force,0,0,2000,NA,Neither
China,710,1999,2000,4088,12,Display of force,0,0,2000,NA,Neither
Korea D P Rp,731,1999,1999,4125,0,No militarized action,0,0,2000,NA,Neither
Trinidad Tbg,52,1999,1999,4155,0,No militarized action,0,0,2000,NA,Neither
Guyana,110,1999,1999,4260,8,Display of force,0,0,2000,NA,Neither
Honduras,91,1999,2000,4140,14,Use of force,0,0,2000,NA,Neither
Korea Rep.,732,1999,1999,4127,0,No militarized action,0,0,2000,NA,Neither
China,710,1999,1999,4180,7,Display of force,0,0,2000,NA,Neither
Korea D P Rp,731,1999,1999,4225,12,Display of force,0,0,2000,NA,Neither
Korea D P Rp,731,1999,1999,4322,0,No militarized action,0,0,2000,NA,Neither
Iraq,645,1999,1999,4292,0,No militarized action,0,0,2000,NA,Neither
Turkey,640,1999,1999,4289,16,Use of force,0,0,2000,NA,Neither
Afghanistan,700,1999,1999,4161,0,No militarized action,NA,0,2000,NA,Neither
Iran,630,1999,1999,4292,16,Use of force,0,0,2000,NA,Neither
Kuwait,690,1999,1999,4215,8,Display of force,0,0,2000,NA,Neither
Kuwait,690,1999,1999,4274,0,No militarized action,0,0,2000,NA,Neither
Turkey,640,1999,1999,4208,14,Use of force,0,0,2000,NA,Neither
Iraq,645,1999,1999,4215,0,No militarized action,0,0,2000,NA,Neither
Iraq,645,1999,1999,4274,7,Display of force,0,0,2000,NA,Neither
Iran,630,1999,1999,4289,11,Display of force,0,0,2000,NA,Neither
Iraq,645,1999,1999,4208,0,No militarized action,0,0,2000,NA,Neither
Greece,350,1999,1999,4133,7,Display of force,0,0,2000,NA,Neither
Russian Fed,365,1999,1999,4344,11,Display of force,0,0,2000,NA,Neither
Thailand,800,1999,1999,4138,17,Use of force,1,0,2000,NA,Neither
Pakistan,770,1999,2000,4223,17,Use of force,2,0,2000,NA,Neither
Australia,900,1999,1999,4264,8,Display of force,0,0,2000,NA,Neither
Japan,740,1999,1999,4127,15,Use of force,0,0,2000,NA,Neither
India,750,1999,2000,4223,17,Use of force,2,0,2000,NA,Neither
Myanmar,775,1999,1999,4138,17,Use of force,1,0,2000,NA,Neither
Russian Fed,365,1999,2001,4212,12,Display of force,0,0,2001,NA,Neither
Uzbekistan,704,1999,1999,4177,14,Use of force,0,0,2000,NA,Neither
USA,2,1999,2000,4088,7,Display of force,0,0,2000,NA,Neither
Japan,740,1999,1999,4180,0,No militarized action,0,0,2000,NA,Neither
Taiwan,713,1999,2000,4088,8,Display of force,0,0,2000,NA,Neither
USA,2,1999,1999,4125,7,Display of force,0,0,2000,NA,Neither
Japan,740,1999,1999,4225,7,Display of force,0,0,2000,NA,Neither
Japan,740,1999,1999,4322,8,Display of force,0,0,2000,NA,Neither
Korea Rep.,732,1999,1999,4125,7,Display of force,0,0,2000,NA,Neither
Turkey,640,1999,1999,4133,12,Display of force,0,0,2000,NA,Neither
Russian Fed,365,1999,1999,4335,0,No militarized action,0,0,2000,NA,Neither
Canada,20,1999,1999,4342,0,No militarized action,0,0,2000,NA,Neither
USA,2,1999,1999,4342,0,No militarized action,0,0,2000,NA,Neither
Turkey,640,1999,1999,4342,0,No militarized action,0,0,2000,NA,Neither
Turkey,640,1999,1999,4344,11,No militarized action,0,0,2000,NA,Neither
Georgia,372,1999,2001,4212,12,Display of force,0,0,2001,NA,Neither
Belgium-Lux,211,1999,1999,4342,0,No militarized action,0,0,2000,NA,Neither
Denmark,390,1999,1999,4342,0,No militarized action,0,0,2000,NA,Neither
"France,Monac",220,1999,1999,4342,0,No militarized action,0,0,2000,NA,Neither
Germany,255,1999,1999,4342,0,No militarized action,0,0,2000,NA,Neither
Italy,325,1999,1999,4342,0,No militarized action,0,0,2000,NA,Neither
Netherlands,210,1999,1999,4342,0,No militarized action,0,0,2000,NA,Neither
Portugal,235,1999,1999,4342,0,No militarized action,0,0,2000,NA,Neither
Spain,230,1999,1999,4342,0,No militarized action,0,0,2000,NA,Neither
UK,200,1999,1999,4342,0,No militarized action,0,0,2000,NA,Neither
Norway,385,1999,1999,4335,7,Display of force,0,0,2000,NA,Neither
Norway,385,1999,1999,4342,0,No militarized action,0,0,2000,NA,Neither
Afghanistan,700,1999,2001,4201,17,Use of force,1,0,2001,NA,Neither
Azerbaijan,373,1999,1999,4338,15,Use of force,0,0,2000,NA,Neither
Indonesia,850,1999,1999,4264,0,No militarized action,0,0,2000,NA,Neither
Liberia,450,1999,1999,4302,0,No militarized action,0,0,2000,NA,Neither
Iran,630,1999,1999,4161,16,Use of force,NA,0,2000,NA,Neither
Russian Fed,365,1999,2001,4201,11,Display of force,1,0,2001,NA,Neither
Uzbekistan,704,1999,1999,4179,16,Use of force,0,0,2000,NA,Neither
Nicaragua,93,1999,2000,4140,11,Display of force,0,0,2000,NA,Neither
Venezuela,101,1999,1999,4155,15,Use of force,0,0,2000,NA,Neither
Kyrgyzstan,703,1999,1999,4177,0,No militarized action,0,0,2000,NA,Neither
Tajikistan,702,1999,1999,4179,0,No militarized action,0,0,2000,NA,Neither
Venezuela,101,1999,1999,4260,12,Display of force,0,0,2000,NA,Neither
Russian Fed,365,1999,1999,4338,0,No militarized action,0,0,2000,NA,Neither
Uganda,500,1999,1999,4252,17,Use of force,NA,0,2000,NA,Neither
